sw_version,split,split_value,week,year,events_count
11.1,item_module,CPE,31,2019,3
11.1,item_module,CPE,33,2019,1
11.2,item_module,CPE,28,2019,1
11.2,item_module,CPE,29,2019,3
11.2,item_module,CPE,30,2019,4
11.2,item_module,CPE,31,2019,5
11.2,item_module,CPE,32,2019,7
11.2,item_module,CPE,33,2019,11
11.2,item_module,CPE,34,2019,2
11.2,item_module,CPE,35,2019,2
11.1,item_module,DIB,14,2019,7
11.1,item_module,DIB,15,2019,9
11.1,item_module,DIB,16,2019,7
11.1,item_module,DIB,17,2019,6
11.1,item_module,DIB,18,2019,7
11.1,item_module,DIB,19,2019,9
11.1,item_module,DIB,20,2019,11
11.1,item_module,DIB,21,2019,5
11.1,item_module,DIB,22,2019,5
11.1,item_module,DIB,23,2019,6
11.1,item_module,DIB,24,2019,4
11.1,item_module,DIB,25,2019,8
11.1,item_module,DIB,26,2019,9
11.1,item_module,DIB,27,2019,8
11.1,item_module,DIB,28,2019,9
11.1,item_module,DIB,29,2019,6
11.1,item_module,DIB,30,2019,1
11.1,item_module,DIB,32,2019,1
11.1,item_module,DIB,34,2019,1
11.1,item_module,DIB,35,2019,1
11.2,item_module,DIB,28,2019,2
11.2,item_module,DIB,30,2019,8
11.2,item_module,DIB,31,2019,8
11.2,item_module,DIB,32,2019,8
11.2,item_module,DIB,33,2019,7
11.2,item_module,DIB,34,2019,9
11.2,item_module,DIB,35,2019,1
11.1,item_module,TH,13,2019,4
11.1,item_module,TH,14,2019,31
11.1,item_module,TH,15,2019,43
11.1,item_module,TH,16,2019,35
11.1,item_module,TH,17,2019,51
11.1,item_module,TH,18,2019,46
11.1,item_module,TH,19,2019,41
11.1,item_module,TH,20,2019,55
11.1,item_module,TH,21,2019,49
11.1,item_module,TH,22,2019,47
11.1,item_module,TH,23,2019,50
11.1,item_module,TH,24,2019,43
11.1,item_module,TH,25,2019,42
11.1,item_module,TH,26,2019,37
11.1,item_module,TH,27,2019,34
11.1,item_module,TH,28,2019,47
11.1,item_module,TH,29,2019,30
11.1,item_module,TH,30,2019,8
11.1,item_module,TH,31,2019,2
11.1,item_module,TH,32,2019,6
11.1,item_module,TH,33,2019,1
11.1,item_module,TH,34,2019,1
11.1,item_module,TH,35,2019,2
11.2,item_module,TH,28,2019,4
11.2,item_module,TH,29,2019,8
11.2,item_module,TH,30,2019,31
11.2,item_module,TH,31,2019,31
11.2,item_module,TH,32,2019,44
11.2,item_module,TH,33,2019,43
11.2,item_module,TH,34,2019,32
11.2,item_module,TH,35,2019,8
11.1,item_module,BTJ,14,2019,5
11.1,item_module,BTJ,15,2019,1
11.1,item_module,BTJ,16,2019,13
11.1,item_module,BTJ,17,2019,1
11.1,item_module,BTJ,18,2019,11
11.1,item_module,BTJ,19,2019,8
11.1,item_module,BTJ,20,2019,5
11.1,item_module,BTJ,22,2019,7
11.1,item_module,BTJ,23,2019,5
11.1,item_module,BTJ,24,2019,17
11.1,item_module,BTJ,25,2019,5
11.1,item_module,BTJ,26,2019,18
11.1,item_module,BTJ,27,2019,5
11.1,item_module,BTJ,28,2019,12
11.1,item_module,BTJ,29,2019,6
11.2,item_module,BTJ,29,2019,1
11.2,item_module,BTJ,30,2019,9
11.2,item_module,BTJ,31,2019,3
11.2,item_module,BTJ,32,2019,14
11.2,item_module,BTJ,33,2019,16
11.2,item_module,BTJ,34,2019,12
11.1,item_module,ACK.SE,13,2019,1
11.1,item_module,ACK.SE,14,2019,3
11.1,item_module,ACK.SE,16,2019,3
11.1,item_module,ACK.SE,17,2019,4
11.1,item_module,ACK.SE,18,2019,4
11.1,item_module,ACK.SE,19,2019,5
11.1,item_module,ACK.SE,21,2019,1
11.1,item_module,ACK.SE,22,2019,11
11.1,item_module,ACK.SE,23,2019,1
11.1,item_module,ACK.SE,24,2019,3
11.1,item_module,ACK.SE,25,2019,3
11.1,item_module,ACK.SE,26,2019,4
11.1,item_module,ACK.SE,28,2019,4
11.1,item_module,ACK.SE,29,2019,25
11.2,item_module,ACK.SE,28,2019,1
11.2,item_module,ACK.SE,29,2019,4
11.2,item_module,ACK.SE,30,2019,9
11.2,item_module,ACK.SE,31,2019,1
11.2,item_module,ACK.SE,32,2019,1
11.2,item_module,ACK.SE,33,2019,5
11.2,item_module,ACK.SE,34,2019,1
11.1,item_module,SSUnk,16,2019,1
11.1,item_module,SSUnk,17,2019,25
11.1,item_module,SSUnk,18,2019,25
11.1,item_module,SSUnk,19,2019,20
11.1,item_module,SSUnk,20,2019,18
11.1,item_module,SSUnk,21,2019,22
11.1,item_module,SSUnk,22,2019,20
11.1,item_module,SSUnk,23,2019,16
11.1,item_module,SSUnk,24,2019,21
11.1,item_module,SSUnk,25,2019,15
11.1,item_module,SSUnk,26,2019,20
11.1,item_module,SSUnk,27,2019,17
11.1,item_module,SSUnk,28,2019,17
11.1,item_module,SSUnk,29,2019,21
11.1,item_module,SSUnk,30,2019,1
11.2,item_module,SSUnk,28,2019,4
11.2,item_module,SSUnk,29,2019,2
11.2,item_module,SSUnk,30,2019,17
11.2,item_module,SSUnk,31,2019,22
11.2,item_module,SSUnk,32,2019,29
11.2,item_module,SSUnk,33,2019,21
11.2,item_module,SSUnk,34,2019,12
11.2,item_module,SSUnk,35,2019,3
